PRODUCE,COST PER POUND,POUNDS SOLD,TOTAL
Celery,3.07,13.100000000000001,40.22
Lettuce,1.88,25.6,48.13
Lime,1.06,23,24.38
Strawberries,4.4,16.7,73.48
Garlic,1.19,13,15.47
Coconuts,1.18,35.1,41.42
Carrots,1.26,14.100000000000001,17.77
Coconuts,1.18,1,1.18
Coconuts,1.18,28.8,33.98
Strawberries,4.4,16.1,70.84
Spinach,4.12,6.4,26.37
Lime,1.06,16.7,17.7
Papaya,1.34,18.2,24.39
Lettuce,1.88,23.900000000000002,44.93
Okra,2.26,12.8,28.93
Watermelon,0.66,4.5,2.97
Strawberries,4.4,13.700000000000001,60.28
Celery,3.07,24.700000000000003,75.83
Coconuts,1.18,17.2,20.3
Celery,3.07,28.200000000000003,86.57
Eggplant,2.32,26.400000000000002,61.25
Corn,1.07,36.1,38.63
Tomatoes,3.16,35.2,111.23
Carrots,1.26,21.900000000000002,27.59
Kale,5.02,3.8000000000000003,19.08
Green peppers,1.89,13.8,26.08
Garlic,1.19,35.1,41.77
Beets,1.51,35.800000000000004,54.06
Garlic,1.19,36,42.84
Lemon,1.29,15.700000000000001,20.25
Papaya,1.34,17.6,23.58
Green cabbage,0.8,37.9,30.32
Tomatoes,3.16,37.7,119.13
Potatoes,0.86,34.9,30.01
Avocados,3.23,15.8,51.03
Garlic,1.19,25.700000000000003,30.58
Apricots,3.71,34,126.14
Apples,1.88,38.800000000000004,72.94
Watermelon,0.66,2.5,1.65
Strawberries,4.4,20.5,90.2
Beets,1.51,11.600000000000001,17.52
Beets,1.51,35.1,53
Spinach,4.12,11.700000000000001,48.2
Brussels sprouts,1.65,28.5,47.03
Butternut squash,1.28,37.300000000000004,47.74
Potatoes,0.86,34.9,30.01
Grapefruit,0.76,34.1,25.92
Parsnips,2.27,7.300000000000001,16.57
Grapes,2.63,9.9,26.04
Watermelon,0.66,17.900000000000002,11.81
Green beans,2.52,33.300000000000004,83.92
Apricots,3.71,31.5,116.87
Garlic,1.19,26,30.94
Grapefruit,0.76,9.600000000000001,7.3
Strawberries,4.4,17.2,75.68
Garlic,1.19,6.7,7.97
Parsnips,2.27,6.5,14.76
Grapes,2.63,26,68.38
Apples,1.88,16,30.08
Strawberries,4.4,4,17.6
Coconuts,1.18,32.1,37.88
Asparagus,2.49,33.7,83.91
Bok choy,1.42,16.400000000000002,23.29
Green peppers,1.89,23.6,44.6
Beets,1.51,18.7,28.24
Apricots,3.71,7.800000000000001,28.94
Avocados,3.23,2.5,8.08
Apples,1.88,20.200000000000003,37.98
Asparagus,2.49,33.800000000000004,84.16
Bok choy,1.42,39.2,55.66
Okra,2.26,32.2,72.77
Lettuce,1.88,25.1,47.19
Celery,3.07,12,36.84
Spinach,4.12,24.700000000000003,101.76
Bananas,0.86,24.3,20.9
Ginger,5.13,6.300000000000001,32.32
Green cabbage,0.8,0.7000000000000001,0.56
Ginger,5.13,17.5,89.78
Parsnips,2.27,8.3,18.84
Parsnips,2.27,6,13.62
Asparagus,2.49,26.700000000000003,66.48
Strawberries,4.4,29.3,128.92
Butternut squash,1.28,8,10.24
Strawberries,4.4,19.3,84.92
Parsnips,2.27,9.8,22.25
Asparagus,2.49,26.700000000000003,66.48
Apricots,3.71,10.600000000000001,39.33
Cucumber,1.07,3.5,3.75
Lime,1.06,2.9000000000000004,3.07
Lettuce,1.88,27.6,51.89
Apples,1.88,22.900000000000002,43.05
Red onion,0.78,25.900000000000002,20.2
Lettuce,1.88,37.7,70.88
Okra,2.26,31.200000000000003,70.51
Potatoes,0.86,25.400000000000002,21.84
Okra,2.26,32.5,73.45
Grapes,2.63,32.9,86.53
Cherries,9.5,26.200000000000003,248.9
Lettuce,1.88,18.900000000000002,35.53
Bok choy,1.42,15.700000000000001,22.29
Red onion,0.78,16.7,13.03
Red onion,0.78,37.2,29.02
Cherries,9.5,10.100000000000001,95.95
Garlic,1.19,10.5,12.5
Daikon,1.4,7.9,11.06
Tomatoes,3.16,10.9,34.44
Fava beans,2.69,6.7,18.02
Garlic,1.19,28.900000000000002,34.39
Apricots,3.71,38.300000000000004,142.09
Daikon,1.4,18.8,26.32
Cucumber,1.07,31.200000000000003,33.38
Grapes,2.63,28.3,74.43
Spinach,4.12,31.5,129.78
Daikon,1.4,35.1,49.14
Fava beans,2.69,20.1,54.07
Green peppers,1.89,27.8,52.54
Coconuts,1.18,15.5,18.29
Coconuts,1.18,22.700000000000003,26.79
Papaya,1.34,31.700000000000003,42.48
Lime,1.06,1.4000000000000001,1.48
Lemon,1.29,15.5,20
Spinach,4.12,30.700000000000003,126.48
Bok choy,1.42,39,55.38
Watermelon,0.66,27.1,17.89
Green peppers,1.89,4.5,8.51
Corn,1.07,21.6,23.11
Tomatoes,3.16,33.300000000000004,105.23
Avocados,3.23,9.4,30.36
Brussels sprouts,1.65,13.700000000000001,22.61
Butternut squash,1.28,9.600000000000001,12.29
Avocados,3.23,29,93.67
Kale,5.02,10.9,54.72
Okra,2.26,35.7,80.68
Bok choy,1.42,22.400000000000002,31.81
Cucumber,1.07,16.400000000000002,17.55
Orange,1.09,33.6,36.62
Bok choy,1.42,25.8,36.64
Cherries,9.5,18.900000000000002,179.55
Eggplant,2.32,14.200000000000001,32.94
Bananas,0.86,37.7,32.42
Lemon,1.29,30,38.7
Lime,1.06,32.2,34.13
Potatoes,0.86,11.4,9.8
Watermelon,0.66,28.1,18.55
Tomatoes,3.16,38.400000000000006,121.34
Beets,1.51,35.5,53.61
Okra,2.26,18,40.68
Grapefruit,0.76,21.8,16.57
Corn,1.07,6.2,6.63
Tomatoes,3.16,36.800000000000004,116.29
Butternut squash,1.28,13.3,17.02
Orange,1.09,15.200000000000001,16.57
Garlic,1.19,37.7,44.86
Watermelon,0.66,0.9,0.59
Kale,5.02,2.5,12.55
Apples,1.88,12.5,23.5
Ginger,5.13,31.900000000000002,163.65
Red onion,0.78,24.700000000000003,19.27
Potatoes,0.86,39.800000000000004,34.23
Carrots,1.26,38.6,48.64
Bok choy,1.42,33.5,47.57
Cucumber,1.07,30.6,32.74
Spinach,4.12,26,107.12
Corn,1.07,24.900000000000002,26.64
Parsnips,2.27,28.900000000000002,65.6
Grapefruit,0.76,27.1,20.6
Lime,1.06,21.8,23.11
Spinach,4.12,22.8,93.94
Grapefruit,0.76,17.3,13.15
Apples,1.88,29.6,55.65
Garlic,1.19,19.400000000000002,23.09
Strawberries,4.4,1,4.4
Bananas,0.86,21.6,18.58
Avocados,3.23,10.700000000000001,34.56
Fava beans,2.69,6.7,18.02
Tomatoes,3.16,22,69.52
Butternut squash,1.28,39.1,50.05
Coconuts,1.18,32.5,38.35
Watermelon,0.66,37,24.42
Kale,5.02,3.5,17.57
Coconuts,1.18,36.5,43.07
Lettuce,1.88,4.7,8.84
Grapes,2.63,33.2,87.32
Strawberries,4.4,32.2,141.68
Apples,1.88,16.2,30.46
Spinach,4.12,4.9,20.19
Garlic,1.19,10.3,12.26
Apricots,3.71,21.8,80.88
Ginger,5.13,30.5,156.47
Cherries,9.5,8.4,79.8
Celery,3.07,17.3,53.11
Strawberries,4.4,28.5,125.4
Asparagus,2.49,35.4,88.15
Yellow peppers,2.87,35.300000000000004,101.31
Lettuce,1.88,6.7,12.6
Carrots,1.26,6.4,8.06
Celery,3.07,38.6,118.5
Lime,1.06,27.3,28.94
Apples,1.88,1.4000000000000001,2.63
Grapes,2.63,27.3,71.8
Corn,1.07,35.7,38.2
Eggplant,2.32,19.400000000000002,45.01
Green peppers,1.89,27.3,51.6
Butternut squash,1.28,26.1,33.41
Tomatoes,3.16,17.1,54.04
Green beans,2.52,8.700000000000001,21.92
Red onion,0.78,34.9,27.22
Okra,2.26,29.400000000000002,66.44
Asparagus,2.49,39.900000000000006,99.35
Potatoes,0.86,8.8,7.57
Ginger,5.13,22.6,115.94
Strawberries,4.4,12,52.8
Brussels sprouts,1.65,3.4000000000000004,5.61
Avocados,3.23,2.9000000000000004,9.37
Ginger,5.13,38.5,197.51
Apricots,3.71,0.6000000000000001,2.23
Beets,1.51,37.2,56.17
Spinach,4.12,2.8000000000000003,11.54
Tomatoes,3.16,22.3,70.47
Strawberries,4.4,7,30.8
Brussels sprouts,1.65,27.700000000000003,45.71
Lime,1.06,23.8,25.23
Asparagus,2.49,22.200000000000003,55.28
Lettuce,1.88,13.4,25.19
Papaya,1.34,25.200000000000003,33.77
Tomatoes,3.16,14.600000000000001,46.14
Apricots,3.71,23.6,87.56
Lettuce,1.88,35.1,65.99
Okra,2.26,38.800000000000004,87.69
Kale,5.02,11,55.22
Ginger,5.13,19.900000000000002,102.09
Asparagus,2.49,32.7,81.42
Bananas,0.86,25.8,22.19
Yellow peppers,2.87,28.5,81.8
Garlic,1.19,37.300000000000004,44.39
Coconuts,1.18,11.100000000000001,13.1
Kale,5.02,1.2000000000000002,6.02
Kale,5.02,36,180.72
Grapes,2.63,35.2,92.58
Celery,3.07,22.200000000000003,68.15
Orange,1.09,7.5,8.18
Strawberries,4.4,18.6,81.84
Grapes,2.63,25.1,66.01
Cherries,9.5,30.400000000000002,288.8
Watermelon,0.66,2.6,1.72
Brussels sprouts,1.65,37.4,61.71
Green cabbage,0.8,32.800000000000004,26.24
Apricots,3.71,1.1,4.08
Green cabbage,0.8,20,16
Yellow peppers,2.87,16.8,48.22
Fava beans,2.69,36.9,99.26
Bananas,0.86,9.200000000000001,7.91
Beets,1.51,25,37.75
Carrots,1.26,25.1,31.63
Lemon,1.29,16.400000000000002,21.16
Strawberries,4.4,33.800000000000004,148.72
Apricots,3.71,11.9,44.15
Kale,5.02,33.7,169.17
Grapefruit,0.76,35.2,26.75
Corn,1.07,27.400000000000002,29.32
Red onion,0.78,31.900000000000002,24.88
Butternut squash,1.28,30.5,39.04
Fava beans,2.69,26.1,70.21
Orange,1.09,6.6000000000000005,7.19
Lemon,1.29,21,27.09
Celery,3.07,28.400000000000002,87.19
Lettuce,1.88,3.8000000000000003,7.14
Green cabbage,0.8,37.800000000000004,30.24
Papaya,1.34,17.6,23.58
Papaya,1.34,33.9,45.43
Potatoes,0.86,17.7,15.22
Garlic,1.19,32.6,38.79
Corn,1.07,9.4,10.06
Spinach,4.12,22,90.64
Strawberries,4.4,39.400000000000006,173.36
Strawberries,4.4,14.200000000000001,62.48
Tomatoes,3.16,7.6000000000000005,24.02
Coconuts,1.18,32.7,38.59
Red onion,0.78,24.3,18.95
Okra,2.26,39.1,88.37
Potatoes,0.86,21.6,18.58
Avocados,3.23,19.200000000000003,62.02
Butternut squash,1.28,10.600000000000001,13.57
Lemon,1.29,38.900000000000006,50.18
Eggplant,2.32,11.3,26.22
Grapefruit,0.76,2.8000000000000003,2.13
Apples,1.88,22,41.36
Beets,1.51,24.8,37.45
Fava beans,2.69,15.9,42.77
Green cabbage,0.8,7.9,6.32
Avocados,3.23,16.8,54.26
Grapes,2.63,35.6,93.63
Green beans,2.52,18.8,47.38
Eggplant,2.32,18.5,42.92
Yellow peppers,2.87,21.5,61.71
Garlic,1.19,25.3,30.11
Garlic,1.19,31.900000000000002,37.96
Tomatoes,3.16,18.900000000000002,59.72
Cucumber,1.07,28.1,30.07
Spinach,4.12,34.4,141.73
Watermelon,0.66,28.8,19.01
Red onion,0.78,7.1000000000000005,5.54
Parsnips,2.27,33.4,75.82
Apples,1.88,5.800000000000001,10.9
Parsnips,2.27,7.7,17.48
Strawberries,4.4,29,127.6
Spinach,4.12,20.200000000000003,83.22
Orange,1.09,38.900000000000006,42.4
Cherries,9.5,12.3,116.85
Green cabbage,0.8,34.5,27.6
Apricots,3.71,3,11.13
Lime,1.06,7.1000000000000005,7.53
Bananas,0.86,16,13.76
Daikon,1.4,29.8,41.72
Bananas,0.86,12.100000000000001,10.41
Cucumber,1.07,32.1,34.35
Bananas,0.86,1.3,1.12
Lime,1.06,22.1,23.43
Lettuce,1.88,35.7,67.12
Potatoes,0.86,30.900000000000002,26.57
Cherries,9.5,25.200000000000003,239.4
Okra,2.26,14.9,33.67
Kale,5.02,12.8,64.26
Apples,1.88,16.3,30.64
Red onion,0.78,25.8,20.12
Lime,1.06,13.9,14.73
Potatoes,0.86,4.9,4.21
Beets,1.51,10.700000000000001,16.16
Grapes,2.63,5.1000000000000005,13.41
Apples,1.88,27.900000000000002,52.45
Avocados,3.23,6.6000000000000005,21.32
Yellow peppers,2.87,38.5,110.5
Grapefruit,0.76,6.7,5.09
Brussels sprouts,1.65,37.9,62.54
Potatoes,0.86,21.3,18.32
Tomatoes,3.16,17.6,55.62
Carrots,1.26,8.6,10.84
Asparagus,2.49,11.4,28.39
Avocados,3.23,8.700000000000001,28.1
Parsnips,2.27,14.600000000000001,33.14
Tomatoes,3.16,10.9,34.44
Yellow peppers,2.87,38.300000000000004,109.92
Green cabbage,0.8,20.5,16.4
Brussels sprouts,1.65,26.900000000000002,44.39
Lettuce,1.88,38,71.44
Coconuts,1.18,8.3,9.79
Celery,3.07,32.1,98.55
Red onion,0.78,35.2,27.46
Coconuts,1.18,32,37.76
Lime,1.06,28.8,30.53
Red onion,0.78,18.6,14.51
Tomatoes,3.16,37.800000000000004,119.45
Bok choy,1.42,21.200000000000003,30.1
Yellow peppers,2.87,12.100000000000001,34.73
Green peppers,1.89,1.7000000000000002,3.21
Grapefruit,0.76,34.9,26.52
Butternut squash,1.28,35.7,45.7
Green cabbage,0.8,24,19.2
Carrots,1.26,21.900000000000002,27.59
Bok choy,1.42,26.200000000000003,37.2
Butternut squash,1.28,24.900000000000002,31.87
Cherries,9.5,2.4000000000000004,22.8
Garlic,1.19,35.7,42.48
Green beans,2.52,35.4,89.21
Watermelon,0.66,2.2,1.45
Beets,1.51,18.8,28.39
Carrots,1.26,33.4,42.08
Watermelon,0.66,20.700000000000003,13.66
Papaya,1.34,21.1,28.27
Cucumber,1.07,34.9,37.34
Cucumber,1.07,5,5.35
Eggplant,2.32,4.3,9.98
Brussels sprouts,1.65,37.4,61.71
Red onion,0.78,16.8,13.1
Okra,2.26,0.6000000000000001,1.36
Lime,1.06,6.300000000000001,6.68
Orange,1.09,13.9,15.15
Avocados,3.23,37.5,121.13
Parsnips,2.27,12.4,28.15
Green cabbage,0.8,22.1,17.68
Avocados,3.23,24.200000000000003,78.17
Daikon,1.4,12.9,18.06
Red onion,0.78,10.9,8.5
Beets,1.51,11.5,17.37
Corn,1.07,3.7,3.96
Grapes,2.63,21,55.23
Beets,1.51,32,48.32
Brussels sprouts,1.65,2.4000000000000004,3.96
Butternut squash,1.28,23.5,30.08
Tomatoes,3.16,12.9,40.76
Lettuce,1.88,12.4,23.31
Coconuts,1.18,2.6,3.07
Lettuce,1.88,7.7,14.48
Apricots,3.71,12,44.52
Tomatoes,3.16,38.900000000000006,122.92
Celery,3.07,20.700000000000003,63.55
Lime,1.06,11.600000000000001,12.3
Corn,1.07,14.4,15.41
Strawberries,4.4,25.8,113.52
Lemon,1.29,17.3,22.32
Apricots,3.71,11.600000000000001,43.04
Brussels sprouts,1.65,14.200000000000001,23.43
Apples,1.88,22.400000000000002,42.11
Apples,1.88,10.5,19.74
Butternut squash,1.28,32.5,41.6
Daikon,1.4,21.400000000000002,29.96
Green peppers,1.89,28.1,53.11
Bok choy,1.42,12.700000000000001,18.03
Grapefruit,0.76,12.700000000000001,9.65
Lemon,1.29,1,1.29
Grapes,2.63,4.9,12.89
Fava beans,2.69,13.3,35.78
Grapefruit,0.76,3.9000000000000004,2.96
Green beans,2.52,9.3,23.44
Corn,1.07,23.200000000000003,24.82
Potatoes,0.86,9,7.74
Okra,2.26,37.2,84.07
Lettuce,1.88,23.3,43.8
Butternut squash,1.28,5.300000000000001,6.78
Ginger,5.13,34.1,174.93
Butternut squash,1.28,10.8,13.82
Lime,1.06,24,25.44
Butternut squash,1.28,16.8,21.5
Lettuce,1.88,8.1,15.23
Red onion,0.78,4.7,3.67
Green beans,2.52,3.3000000000000003,8.32
Bok choy,1.42,7.7,10.93
Green cabbage,0.8,21.3,17.04
Lemon,1.29,16.6,21.41
Potatoes,0.86,30.8,26.49
Apples,1.88,32.6,61.29
Lettuce,1.88,9.3,17.48
Brussels sprouts,1.65,18.5,30.53
Bok choy,1.42,10.700000000000001,15.19
Strawberries,4.4,21.1,92.84
Celery,3.07,34.6,106.22
Coconuts,1.18,17.400000000000002,20.53
Cucumber,1.07,26.200000000000003,28.03
Bok choy,1.42,19,26.98
Apricots,3.71,24.900000000000002,92.38
Daikon,1.4,39.900000000000006,55.86
Bananas,0.86,17.1,14.71
Brussels sprouts,1.65,26.700000000000003,44.06
Lettuce,1.88,24.5,46.06
Kale,5.02,30.200000000000003,151.6
Papaya,1.34,24.400000000000002,32.7
Eggplant,2.32,18.6,43.15
Papaya,1.34,14.700000000000001,19.7
Lemon,1.29,14,18.06
Papaya,1.34,32.800000000000004,43.95
Cucumber,1.07,32.800000000000004,35.1
Spinach,4.12,23.6,97.23
Daikon,1.4,22,30.8
Lemon,1.29,21.900000000000002,28.25
Daikon,1.4,7.6000000000000005,10.64
Beets,1.51,33.5,50.59
Green peppers,1.89,36.4,68.8
Cucumber,1.07,4.5,4.82
Apples,1.88,31.900000000000002,59.97
Daikon,1.4,8.700000000000001,12.18
Yellow peppers,2.87,18.1,51.95
Carrots,1.26,7.1000000000000005,8.95
Carrots,1.26,7.7,9.7
Green cabbage,0.8,7.7,6.16
Cherries,9.5,3.4000000000000004,32.3
Corn,1.07,21,22.47
Coconuts,1.18,38.2,45.08
Eggplant,2.32,13,30.16
Asparagus,2.49,37.5,93.38
Kale,5.02,4.5,22.59
Cucumber,1.07,38.300000000000004,40.98
Green peppers,1.89,32.9,62.18
Corn,1.07,7.300000000000001,7.81
Strawberries,4.4,24,105.6
Yellow peppers,2.87,20.8,59.7
Kale,5.02,16.1,80.82
Bok choy,1.42,7.300000000000001,10.37
Grapefruit,0.76,39,29.64
Yellow peppers,2.87,33,94.71
Daikon,1.4,17.900000000000002,25.06
Avocados,3.23,35.800000000000004,115.63
Corn,1.07,15.3,16.37
Lime,1.06,15.600000000000001,16.54
Kale,5.02,1.1,5.52
Butternut squash,1.28,2.8000000000000003,3.58
Eggplant,2.32,3.3000000000000003,7.66
Cherries,9.5,37.6,357.2
Yellow peppers,2.87,15.8,45.35
Lime,1.06,28.8,30.53
Lemon,1.29,7.2,9.29
Green cabbage,0.8,29.900000000000002,23.92
Papaya,1.34,3.5,4.69
Coconuts,1.18,31.3,36.93
Butternut squash,1.28,27.900000000000002,35.71
Apricots,3.71,11.9,44.15
Green cabbage,0.8,15.200000000000001,12.16
Bok choy,1.42,16,22.72
Bok choy,1.42,22.900000000000002,32.52
Okra,2.26,13.100000000000001,29.61
Fava beans,2.69,2.2,5.92
Asparagus,2.49,9.600000000000001,23.9
Carrots,1.26,16.1,20.29
Green peppers,1.89,16.2,30.62
Kale,5.02,27.900000000000002,140.06
Cucumber,1.07,4.9,5.24
Corn,1.07,37.6,40.23
Potatoes,0.86,26.6,22.88
Grapes,2.63,38.2,100.47
Brussels sprouts,1.65,16.5,27.23
Bananas,0.86,7.2,6.19
Parsnips,2.27,27.900000000000002,63.33
Lettuce,1.88,10.100000000000001,18.99
Bananas,0.86,19.6,16.86
Ginger,5.13,32.800000000000004,168.26
Coconuts,1.18,30.1,35.52
Eggplant,2.32,34.800000000000004,80.74
Spinach,4.12,35.4,145.85
Lettuce,1.88,14.100000000000001,26.51
Spinach,4.12,27.8,114.54
Potatoes,0.86,21.3,18.32
Kale,5.02,3.9000000000000004,19.58
Apples,1.88,5.800000000000001,10.9
Spinach,4.12,14,57.68
Asparagus,2.49,27.8,69.22
Fava beans,2.69,22.200000000000003,59.72
Coconuts,1.18,32.1,37.88
Garlic,1.19,24.5,29.16
Red onion,0.78,5.9,4.6
Carrots,1.26,27.5,34.65
Bananas,0.86,38,32.68
Lime,1.06,16.900000000000002,17.91
Fava beans,2.69,8.5,22.87
Grapefruit,0.76,16.400000000000002,12.46
Yellow peppers,2.87,19.200000000000003,55.1
Lettuce,1.88,0.6000000000000001,1.13
Grapefruit,0.76,29.1,22.12
Beets,1.51,30.8,46.51
Apricots,3.71,27.8,103.14
Carrots,1.26,24.900000000000002,31.37
Lettuce,1.88,35.800000000000004,67.3
Asparagus,2.49,14.600000000000001,36.35
Green peppers,1.89,32.9,62.18
Kale,5.02,21.200000000000003,106.42
Corn,1.07,5,5.35
Corn,1.07,13.100000000000001,14.02
Orange,1.09,7.4,8.07
Apples,1.88,21.700000000000003,40.8
Cherries,9.5,18.6,176.7
Eggplant,2.32,20.8,48.26
Brussels sprouts,1.65,4.1000000000000005,6.77
Avocados,3.23,17.3,55.88
Red onion,0.78,6.300000000000001,4.91
Asparagus,2.49,26.700000000000003,66.48
Grapes,2.63,5.300000000000001,13.94
Kale,5.02,20.1,100.9
Avocados,3.23,25.3,81.72
Butternut squash,1.28,22.400000000000002,28.67
Okra,2.26,12.5,28.25
Asparagus,2.49,30,74.7
Beets,1.51,20.3,30.65
Watermelon,0.66,9.3,6.14
Eggplant,2.32,17.7,41.06
Tomatoes,3.16,4.4,13.9
Spinach,4.12,36.7,151.2
Ginger,5.13,32,164.16
Beets,1.51,36.1,54.51
Tomatoes,3.16,35.7,112.81
Avocados,3.23,8.700000000000001,28.1
Asparagus,2.49,26.3,65.49
Apricots,3.71,3.8000000000000003,14.1
Eggplant,2.32,20.400000000000002,47.33
Watermelon,0.66,21.700000000000003,14.32
Bok choy,1.42,20.6,29.25
Cucumber,1.07,19.1,20.44
Papaya,1.34,7.6000000000000005,10.18
Watermelon,0.66,10.3,6.8
Okra,2.26,34.4,77.74
Grapes,2.63,22.900000000000002,60.23
Grapes,2.63,15.600000000000001,41.03
Kale,5.02,36.300000000000004,182.23
Celery,3.07,17.2,52.8
Cucumber,1.07,27.200000000000003,29.1
Lime,1.06,35.5,37.63
Celery,3.07,14.9,45.74
Coconuts,1.18,33.1,39.06
Beets,1.51,39.5,59.65
Apples,1.88,19.8,37.22
Bok choy,1.42,17.3,24.57
Apricots,3.71,26,96.46
Garlic,1.19,10.600000000000001,12.61
Beets,1.51,29.8,45
Ginger,5.13,35.800000000000004,183.65
Tomatoes,3.16,38.1,120.4
Cherries,9.5,39,370.5
Eggplant,2.32,21.8,50.58
Grapes,2.63,6.6000000000000005,17.36
Lime,1.06,38.7,41.02
Grapefruit,0.76,1.5,1.14
Cucumber,1.07,11,11.77
Fava beans,2.69,1.4000000000000001,3.77
Celery,3.07,12.9,39.6
Apricots,3.71,38.400000000000006,142.46
Lemon,1.29,26,33.54
Lettuce,1.88,24.900000000000002,46.81
Apricots,3.71,34.2,126.88
Tomatoes,3.16,36,113.76
Apricots,3.71,36.2,134.3
Cherries,9.5,20.5,194.75
Yellow peppers,2.87,0.5,1.44
Coconuts,1.18,6.9,8.14
Apricots,3.71,15,55.65
Avocados,3.23,20.6,66.54
Orange,1.09,28,30.52
Daikon,1.4,22.8,31.92
Potatoes,0.86,35.9,30.87
Bananas,0.86,32,27.52
Watermelon,0.66,15.4,10.16
Red onion,0.78,29,22.62
Lettuce,1.88,18.8,35.34
Ginger,5.13,12.4,63.61
Red onion,0.78,30.900000000000002,24.1
Yellow peppers,2.87,33.4,95.86
Celery,3.07,3.1,9.52
Green cabbage,0.8,33.300000000000004,26.64
Beets,1.51,24,36.24
Grapes,2.63,14.4,37.87
Watermelon,0.66,30.8,20.33
Beets,1.51,17.3,26.12
Lime,1.06,7.1000000000000005,7.53
Red onion,0.78,3,2.34
Grapefruit,0.76,36.1,27.44
Parsnips,2.27,16.2,36.77
Green peppers,1.89,4.5,8.51
Okra,2.26,14.4,32.54
Grapes,2.63,15.100000000000001,39.71
Watermelon,0.66,29.200000000000003,19.27
Celery,3.07,10.200000000000001,31.31
Parsnips,2.27,9.1,20.66
Parsnips,2.27,5,11.35
Cucumber,1.07,24.200000000000003,25.89
Grapes,2.63,8.9,23.41
Corn,1.07,38.800000000000004,41.52
Potatoes,0.86,40,34.4
Lime,1.06,8.6,9.12
Grapefruit,0.76,6.6000000000000005,5.02
Watermelon,0.66,26.200000000000003,17.29
Lemon,1.29,20.200000000000003,26.06
Red onion,0.78,17.400000000000002,13.57
Bok choy,1.42,26.3,37.35
Grapefruit,0.76,35.4,26.9
Cucumber,1.07,19.400000000000002,20.76
Lemon,1.29,17.7,22.83
Okra,2.26,37.800000000000004,85.43
Green cabbage,0.8,24.400000000000002,19.52
Red onion,0.78,18.6,14.51
Celery,3.07,25.200000000000003,77.36
Ginger,5.13,27,138.51
Orange,1.09,35.6,38.8
Green peppers,1.89,25.1,47.44
Green beans,2.52,1.2000000000000002,3.02
Beets,1.51,37.800000000000004,57.08
Orange,1.09,26.6,28.99
Apples,1.88,30.1,56.59
Strawberries,4.4,36.9,162.36
Eggplant,2.32,33,76.56
Grapes,2.63,5.300000000000001,13.94
Red onion,0.78,15.9,12.4
Asparagus,2.49,24.5,61.01
Cherries,9.5,30.200000000000003,286.9
Yellow peppers,2.87,5.6000000000000005,16.07
Brussels sprouts,1.65,24.6,40.59
Carrots,1.26,14.100000000000001,17.77
Red onion,0.78,35.7,27.85
Eggplant,2.32,27.900000000000002,64.73
Brussels sprouts,1.65,5.6000000000000005,9.24
Kale,5.02,10.3,51.71
Apples,1.88,18.1,34.03
Bok choy,1.42,5.4,7.67
Lime,1.06,8.200000000000001,8.69
Grapefruit,0.76,14.700000000000001,11.17
Green beans,2.52,11.4,28.73
Apples,1.88,35.7,67.12
Green peppers,1.89,21,39.69
Grapefruit,0.76,19.5,14.82
Coconuts,1.18,37.6,44.37
Lettuce,1.88,14.5,27.26
Lettuce,1.88,4.1000000000000005,7.71
Avocados,3.23,4.6000000000000005,14.86
Grapes,2.63,1.6,4.21
Lime,1.06,16.900000000000002,17.91
Ginger,5.13,14.100000000000001,72.33
Tomatoes,3.16,4,12.64
Cherries,9.5,5.6000000000000005,53.2
Green cabbage,0.8,6.5,5.2
Butternut squash,1.28,26,33.28
Fava beans,2.69,19.400000000000002,52.19
Apricots,3.71,6.6000000000000005,24.49
Daikon,1.4,9.1,12.74
Spinach,4.12,17,70.04
Yellow peppers,2.87,17.1,49.08
Cherries,9.5,18.8,178.6
Coconuts,1.18,2.8000000000000003,3.3
Lime,1.06,20.6,21.84
Lemon,1.29,36.800000000000004,47.47
Spinach,4.12,2.7,11.12
Apples,1.88,7.5,14.1
Apricots,3.71,19.900000000000002,73.83
Apricots,3.71,8.3,30.79
Okra,2.26,31.1,70.29
Apricots,3.71,3.1,11.5
Fava beans,2.69,30.3,81.51
Avocados,3.23,32.9,106.27
Lettuce,1.88,7.9,14.85
Lemon,1.29,33.300000000000004,42.96
Avocados,3.23,3.8000000000000003,12.27
Grapefruit,0.76,37.9,28.8
Grapes,2.63,27.200000000000003,71.54
Lime,1.06,14,14.84
Bananas,0.86,36.1,31.05
Okra,2.26,21.8,49.27
Bananas,0.86,34.4,29.58
Grapefruit,0.76,39.7,30.17
Corn,1.07,14.3,15.3
Cucumber,1.07,32.7,34.99
Okra,2.26,8.8,19.89
Cucumber,1.07,9.4,10.06
Beets,1.51,14.5,21.9
Garlic,1.19,21.400000000000002,25.47
Kale,5.02,5.5,27.61
Parsnips,2.27,20.900000000000002,47.44
Strawberries,4.4,3.2,14.08
Carrots,1.26,18.2,22.93
Cherries,9.5,14.100000000000001,133.95
Lemon,1.29,34.300000000000004,44.25
Garlic,1.19,2,2.38
Butternut squash,1.28,25.3,32.38
Avocados,3.23,5.300000000000001,17.12
Red onion,0.78,23.6,18.41
Potatoes,0.86,16.8,14.45
Butternut squash,1.28,31.200000000000003,39.94
Cherries,9.5,8,76
Grapes,2.63,35.6,93.63
Grapes,2.63,10.5,27.62
Strawberries,4.4,29.900000000000002,131.56
Eggplant,2.32,2.3000000000000003,5.34
Cucumber,1.07,27.200000000000003,29.1
